timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1516657776188,12,Q3 - Wahlkreisübersicht,204,No Content,Users 1-4,,true,,27,143,4,4,0,0,2
1516657776259,15,Q4 - Wahlkreissieger,204,No Content,Users 1-2,,true,,27,140,4,4,0,0,0
1516657776271,296,Q1 - Sitzverteilung,204,No Content,Users 1-1,,true,,27,140,4,4,0,0,0
1516657776433,282,Q1 - Sitzverteilung,204,No Content,Users 1-3,,true,,27,140,4,4,0,0,0
1516657777420,9,Q3 - Wahlkreisübersicht,204,No Content,Users 1-2,,true,,27,143,4,4,0,0,0
1516657777521,288,Q1 - Sitzverteilung,204,No Content,Users 1-4,,true,,27,140,4,4,0,0,0
1516657777825,31,Q6 - Knappste Sieger,204,No Content,Users 1-3,,true,,27,142,4,4,0,0,0
1516657777783,409,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-1,,true,,27,140,4,4,0,0,0
1516657778878,291,Q1 - Sitzverteilung,204,No Content,Users 1-2,,true,,27,140,4,4,0,0,0
1516657778982,259,Q5 - Überhangmandate,204,No Content,Users 1-3,,true,,27,140,4,4,0,0,1
1516657779300,297,Q1 - Sitzverteilung,204,No Content,Users 1-4,,true,,27,140,4,4,0,0,0
1516657779557,258,Q5 - Überhangmandate,204,No Content,Users 1-1,,true,,27,140,4,4,0,0,1
1516657780488,291,Q1 - Sitzverteilung,204,No Content,Users 1-3,,true,,27,140,4,4,0,0,0
1516657780944,5,Q3 - Wahlkreisübersicht,204,No Content,Users 1-4,,true,,27,143,4,4,0,0,0
1516657780621,408,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-2,,true,,27,140,4,4,0,0,0
1516657781267,12,Q3 - Wahlkreisübersicht,204,No Content,Users 1-1,,true,,27,143,4,4,0,0,0
1516657782083,268,Q5 - Überhangmandate,204,No Content,Users 1-3,,true,,27,140,4,4,0,0,1
1516657782337,32,Q6 - Knappste Sieger,204,No Content,Users 1-4,,true,,27,142,4,4,0,0,0
1516657782236,290,Q1 - Sitzverteilung,204,No Content,Users 1-2,,true,,27,140,4,4,0,0,1
1516657782346,266,Q5 - Überhangmandate,204,No Content,Users 1-1,,true,,27,140,4,4,0,0,0
1516657783643,8,Q3 - Wahlkreisübersicht,204,No Content,Users 1-4,,true,,27,143,4,4,0,0,0
1516657783646,293,Q1 - Sitzverteilung,204,No Content,Users 1-3,,true,,27,140,4,4,0,0,0
1516657784019,10,Q3 - Wahlkreisübersicht,204,No Content,Users 1-2,,true,,27,143,4,4,0,0,0
