timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1516657509414,24,Q4 - Wahlkreissieger,204,No Content,Users 1-25,,true,,27,140,500,500,0,0,0
1516657509417,38,Q3 - Wahlkreisübersicht,204,No Content,Users 1-26,,true,,27,143,500,500,0,0,0
1516657509400,79,Q6 - Knappste Sieger,204,No Content,Users 1-38,,true,,27,142,500,500,0,0,0
1516657509440,74,Q4 - Wahlkreissieger,204,No Content,Users 1-35,,true,,27,140,500,500,0,0,0
1516657509413,114,Q6 - Knappste Sieger,204,No Content,Users 1-1,,true,,27,142,500,500,0,0,0
1516657509440,171,Q6 - Knappste Sieger,204,No Content,Users 1-60,,true,,27,142,500,500,0,0,0
1516657509453,170,Q3 - Wahlkreisübersicht,204,No Content,Users 1-100,,true,,27,143,500,500,0,0,0
1516657509365,376,Q1 - Sitzverteilung,204,No Content,Users 1-6,,true,,27,140,500,500,0,0,2
1516657509461,287,Q3 - Wahlkreisübersicht,204,No Content,Users 1-98,,true,,27,143,500,500,0,0,0
1516657509463,300,Q4 - Wahlkreissieger,204,No Content,Users 1-58,,true,,27,140,500,500,0,0,0
1516657509474,304,Q3 - Wahlkreisübersicht,204,No Content,Users 1-125,,true,,27,143,500,500,0,0,0
1516657509477,313,Q4 - Wahlkreissieger,204,No Content,Users 1-3,,true,,27,140,500,500,0,0,0
1516657509400,483,Q1 - Sitzverteilung,204,No Content,Users 1-45,,true,,27,140,500,500,0,0,0
1516657509487,410,Q3 - Wahlkreisübersicht,204,No Content,Users 1-101,,true,,27,143,500,500,0,0,0
1516657509415,762,Q1 - Sitzverteilung,204,No Content,Users 1-52,,true,,27,140,500,500,0,0,0
1516657509413,765,Q1 - Sitzverteilung,204,No Content,Users 1-5,,true,,27,140,500,500,0,0,0
1516657509449,781,Q1 - Sitzverteilung,204,No Content,Users 1-74,,true,,27,140,500,500,0,0,0
1516657509493,811,Q6 - Knappste Sieger,204,No Content,Users 1-24,,true,,27,142,500,500,0,0,0
1516657509415,944,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-61,,true,,27,140,500,500,0,0,0
1516657509496,881,Q6 - Knappste Sieger,204,No Content,Users 1-140,,true,,27,142,500,500,0,0,0
1516657509502,925,Q4 - Wahlkreissieger,204,No Content,Users 1-14,,true,,27,140,500,500,0,0,0
1516657509510,917,Q3 - Wahlkreisübersicht,204,No Content,Users 1-9,,true,,27,143,500,500,0,0,0
1516657509500,927,Q6 - Knappste Sieger,204,No Content,Users 1-15,,true,,27,142,500,500,0,0,0
1516657509479,950,Q1 - Sitzverteilung,204,No Content,Users 1-54,,true,,27,140,500,500,0,0,0
1516657509513,918,Q3 - Wahlkreisübersicht,204,No Content,Users 1-82,,true,,27,143,500,500,0,0,0
1516657509429,1030,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-97,,true,,27,140,500,500,0,0,0
1516657509496,1014,Q6 - Knappste Sieger,204,No Content,Users 1-75,,true,,27,142,500,500,0,0,0
1516657509500,1010,Q4 - Wahlkreissieger,204,No Content,Users 1-105,,true,,27,140,500,500,0,0,0
1516657509502,1008,Q3 - Wahlkreisübersicht,204,No Content,Users 1-4,,true,,27,143,500,500,0,0,0
1516657509527,1043,Q6 - Knappste Sieger,204,No Content,Users 1-10,,true,,27,142,500,500,0,0,0
1516657509454,1286,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-71,,true,,27,140,500,500,0,0,0
1516657509496,1250,Q1 - Sitzverteilung,204,No Content,Users 1-70,,true,,27,140,500,500,0,0,0
1516657509490,1417,Q1 - Sitzverteilung,204,No Content,Users 1-63,,true,,27,140,500,500,0,0,0
1516657509522,1504,Q1 - Sitzverteilung,204,No Content,Users 1-17,,true,,27,140,500,500,0,0,0
1516657509527,1590,Q1 - Sitzverteilung,204,No Content,Users 1-190,,true,,27,140,500,500,0,0,0
1516657509552,1566,Q3 - Wahlkreisübersicht,204,No Content,Users 1-48,,true,,27,143,500,500,0,0,0
1516657509513,1687,Q1 - Sitzverteilung,204,No Content,Users 1-155,,true,,27,140,500,500,0,0,0
1516657509508,1779,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-144,,true,,27,140,500,500,0,0,1
1516657509551,1896,Q1 - Sitzverteilung,204,No Content,Users 1-281,,true,,27,140,500,500,0,0,0
1516657509530,1944,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-103,,true,,27,140,500,500,0,0,0
1516657509552,1958,Q1 - Sitzverteilung,204,No Content,Users 1-59,,true,,27,140,500,500,0,0,0
1516657509542,2036,Q5 - Überhangmandate,204,No Content,Users 1-237,,true,,27,140,500,500,0,0,0
1516657509555,2024,Q6 - Knappste Sieger,204,No Content,Users 1-199,,true,,27,142,500,500,0,0,0
1516657509552,2063,Q1 - Sitzverteilung,204,No Content,Users 1-81,,true,,27,140,500,500,0,0,0
1516657509543,2086,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-102,,true,,27,140,500,500,0,0,0
1516657509566,2075,Q3 - Wahlkreisübersicht,204,No Content,Users 1-55,,true,,27,143,500,500,0,0,0
1516657509566,2118,Q6 - Knappste Sieger,204,No Content,Users 1-174,,true,,27,142,500,500,0,0,0
1516657509563,2123,Q6 - Knappste Sieger,204,No Content,Users 1-37,,true,,27,142,500,500,0,0,0
1516657509573,2287,Q3 - Wahlkreisübersicht,204,No Content,Users 1-304,,true,,27,143,500,500,0,0,0
1516657509553,2275,Q5 - Überhangmandate,204,No Content,Users 1-40,,true,,27,140,500,500,0,0,0
1516657509583,2300,Q3 - Wahlkreisübersicht,204,No Content,Users 1-179,,true,,27,143,500,500,0,0,0
1516657509553,2360,Q1 - Sitzverteilung,204,No Content,Users 1-269,,true,,27,140,500,500,0,0,0
1516657509567,2373,Q6 - Knappste Sieger,204,No Content,Users 1-30,,true,,27,142,500,500,0,0,0
1516657509552,2416,Q1 - Sitzverteilung,204,No Content,Users 1-127,,true,,27,140,500,500,0,0,0
1516657509573,2395,Q3 - Wahlkreisübersicht,204,No Content,Users 1-165,,true,,27,143,500,500,0,0,0
1516657509576,2392,Q4 - Wahlkreissieger,204,No Content,Users 1-277,,true,,27,140,500,500,0,0,0
1516657509560,2553,Q1 - Sitzverteilung,204,No Content,Users 1-53,,true,,27,140,500,500,0,0,0
1516657509593,2560,Q3 - Wahlkreisübersicht,204,No Content,Users 1-118,,true,,27,143,500,500,0,0,0
1516657509553,2671,Q1 - Sitzverteilung,204,No Content,Users 1-259,,true,,27,140,500,500,0,0,1
1516657509592,2632,Q6 - Knappste Sieger,204,No Content,Users 1-256,,true,,27,142,500,500,0,0,0
1516657509567,2706,Q5 - Überhangmandate,204,No Content,Users 1-337,,true,,27,140,500,500,0,0,0
1516657509594,2681,Q3 - Wahlkreisübersicht,204,No Content,Users 1-217,,true,,27,143,500,500,0,0,0
1516657509593,2715,Q6 - Knappste Sieger,204,No Content,Users 1-177,,true,,27,142,500,500,0,0,0
1516657509566,2757,Q1 - Sitzverteilung,204,No Content,Users 1-212,,true,,27,140,500,500,0,0,0
1516657509567,2855,Q2 - Mitglieder des Bundestags,204,No Content,Users 1-305,,true,,27,140,500,500,0,0,0
1516657509591,2889,Q1 - Sitzverteilung,204,No Content,Users 1-228,,true,,27,140,500,500,0,0,0
1516657509584,2978,Q1 - Sitzverteilung,204,No Content,Users 1-193,,true,,27,140,500,500,0,0,0
1516657509600,2898,Q4 - Wahlkreissieger,204,No Content,Users 1-73,,true,,27,140,500,500,0,0,0
1516657509593,3244,Q3 - Wahlkreisübersicht,204,No Content,Users 1-202,,true,,27,143,500,500,0,0,0
1516657509577,3260,Q1 - Sitzverteilung,204,No Content,Users 1-147,,true,,27,140,500,500,0,0,0
1516657509594,3243,Q5 - Überhangmandate,204,No Content,Users 1-262,,true,,27,140,500,500,0,0,0
1516657509606,3251,Q3 - Wahlkreisübersicht,204,No Content,Users 1-201,,true,,27,143,500,500,0,0,0
1516657509594,3376,Q1 - Sitzverteilung,204,No Content,Users 1-11,,true,,27,140,500,500,0,0,0
